,iid,gender,pid,match,int_corr,age_o,race_o,dec_o,age,race,from,goal,career,dining,gaming,clubbing,reading,shopping,Sports,Art,Musique,TV_Cinema,cosine_similarity
1339,206,0,221.0,1,0.29,27.0,4.0,1,31.0,1.0,Cameroon,1.0,UN Civil Servant,9.0,7.0,9.0,9.0,5.0,6.0,7.0,8.0,5.0,0.961
1340,171,1,147.0,0,0.54,26.0,4.0,0,29.0,2.0,France,1.0,Finance,8.0,2.0,8.0,9.0,7.0,6.5,5.0,6.5,6.0,0.984
1341,354,0,366.0,1,-0.02,27.0,2.0,1,22.0,2.0,Manhattan,1.0,Clinical Psychology,10.0,1.0,1.0,8.0,10.0,8.0,8.0,10.0,10.0,0.91
1342,37,0,52.0,1,-0.05,21.0,2.0,1,27.0,2.0,"Cincinnati, OH",2.0,Organizational Change Consultant,10.0,6.0,7.0,5.0,4.0,6.5,9.0,7.5,6.0,0.958
1343,534,1,524.0,1,-0.17,25.0,4.0,1,24.0,6.0,Bangladesh,3.0,"software engr, network engr",9.0,7.0,7.0,7.0,4.0,4.5,8.0,7.5,7.0,0.961
1344,18,1,8.0,1,0.17,25.0,2.0,1,27.0,2.0,New York,1.0,Financial Services,9.0,4.0,2.0,6.0,2.0,4.5,3.0,4.5,9.0,0.86
1345,263,0,274.0,1,0.72,24.0,3.0,1,26.0,1.0,"Brooklyn, NY",1.0,Who knows,5.0,1.0,3.0,9.0,9.0,3.5,7.0,7.5,4.0,0.955
1346,108,1,79.0,1,0.6,26.0,4.0,1,24.0,2.0,Spain,1.0,Engineering,5.0,2.0,5.0,7.0,2.0,3.5,7.0,5.0,3.0,0.928
1347,94,1,77.0,1,0.56,22.0,2.0,1,28.0,4.0,Bangladesh,2.0,Marketing,8.0,3.0,3.0,9.0,4.0,6.0,5.0,6.5,5.0,0.949
1348,229,1,204.0,0,0.09,26.0,2.0,0,28.0,2.0,New York,1.0,CEO in For Profit Biomedical Organization,7.0,3.0,3.0,8.0,1.0,6.0,1.0,4.0,5.0,0.803
1349,373,1,343.0,0,0.03,32.0,2.0,1,29.0,3.0,Costa Rica,2.0,Business Consulting,8.0,5.0,9.0,8.0,8.0,5.0,6.0,7.0,4.0,0.909
1350,409,1,383.0,0,0.08,27.0,2.0,0,23.0,2.0,france,2.0,research - teaching,4.0,2.0,8.0,7.0,5.0,6.0,7.0,10.0,4.0,0.914
1351,398,1,394.0,0,0.45,24.0,2.0,1,29.0,2.0,Italy,2.0,Consultin \ Management,10.0,9.0,8.0,7.0,6.0,3.0,7.0,5.5,7.0,0.852
1352,261,0,277.0,1,0.13,25.0,2.0,1,26.0,4.0,"Katonah, NY (more recently, Boston)",1.0,scientific research for now but who knows,9.0,5.0,8.0,9.0,4.0,4.5,9.0,9.0,4.0,0.892
1353,293,1,262.0,0,0.31,29.0,2.0,0,28.0,3.0,Northern New Jersey,2.0,Pharmaceuticals/Consulting,10.0,6.0,8.0,9.0,6.0,6.0,8.0,8.0,9.0,0.901
1354,540,1,523.0,0,0.19,27.0,4.0,0,24.0,2.0,Persia,1.0,"Academic Work, Consultant",5.0,9.0,6.0,7.0,6.0,5.0,8.0,9.0,4.0,0.901
1355,273,1,263.0,0,0.39,26.0,1.0,1,29.0,2.0,czech republic,2.0,research position in pharmaceutical industry,7.0,1.0,3.0,2.0,3.0,5.5,7.0,8.0,5.0,0.846
1356,524,0,547.0,1,0.3,30.0,2.0,1,25.0,4.0,Michigan,2.0,physician/healthcare,9.0,3.0,8.0,7.0,7.0,5.5,8.0,5.0,7.0,0.968
1357,543,1,527.0,0,0.13,24.0,6.0,0,24.0,4.0,San Diego,1.0,Research Engineer,8.0,9.0,8.0,8.0,8.0,5.0,6.0,8.0,8.0,0.946
1358,113,0,125.0,1,0.76,21.0,2.0,1,21.0,2.0,"Milwaukee, Wisconsin",1.0,What a question!,10.0,2.0,6.0,8.0,10.0,7.0,9.0,9.5,7.0,0.959
1359,287,1,263.0,0,0.57,26.0,1.0,0,22.0,4.0,Nepal,1.0,Writing,7.0,6.0,4.0,10.0,8.0,6.5,2.0,8.0,8.0,0.902
1360,408,1,382.0,1,0.43,28.0,2.0,1,24.0,3.0,NYC,2.0,Diplomat/Business,8.0,5.0,1.0,6.0,2.0,5.0,8.0,8.0,7.0,0.957
1361,97,1,88.0,0,0.53,23.0,2.0,0,29.0,2.0,"Brooklyn, NY",2.0,Professor,3.0,1.0,5.0,8.0,3.0,6.0,3.0,5.0,7.0,0.937
1362,423,1,421.0,1,-0.19,25.0,4.0,1,30.0,2.0,Canada,2.0,Money Management,8.0,6.0,5.0,9.0,5.0,8.0,7.0,6.0,5.0,0.866
1363,349,0,372.0,1,0.18,27.0,2.0,1,33.0,2.0,New York,1.0,Director of Training and Development,8.0,1.0,6.0,7.0,6.0,7.0,8.0,8.5,4.0,0.949
1364,143,0,168.0,0,0.33,23.0,4.0,0,33.0,2.0,Albania,2.0,law,8.0,4.0,8.0,9.0,6.0,5.0,9.0,7.0,5.0,0.971
1365,128,1,115.0,1,-0.13,21.0,2.0,1,21.0,2.0,Connecticut,1.0,Mechanical Engineering,6.0,7.0,3.0,5.0,2.0,7.5,4.0,10.0,7.0,0.693
1366,283,1,254.0,0,-0.11,22.0,2.0,0,27.0,4.0,Boston,1.0,Industry CTO/CEO,6.0,6.0,6.0,8.0,2.0,7.5,4.0,5.0,3.0,0.896
1367,213,0,233.0,0,0.19,29.0,4.0,1,25.0,3.0,New York Area/ New Jersey,2.0,International Business,8.0,7.0,7.0,8.0,8.0,7.0,8.0,8.5,7.0,0.981
1368,127,1,116.0,1,-0.42,21.0,2.0,1,22.0,2.0,Massachusetts,6.0,Porn Star,8.0,5.0,6.0,1.0,5.0,9.0,3.0,7.5,7.0,0.872
1369,375,1,346.0,0,0.0,26.0,,0,27.0,2.0,Yugoslavia,1.0,Private Equity,8.0,2.0,7.0,5.0,7.0,4.0,4.0,4.5,6.0,0.961
1370,58,0,71.0,1,0.0,21.0,2.0,1,26.0,6.0,Other,6.0,Other,8.0,3.0,6.0,8.0,6.0,6.0,7.0,7.5,6.0,0.899
1371,184,1,183.0,1,0.28,24.0,2.0,1,34.0,2.0,Nebraska,2.0,International Business,8.0,3.0,8.0,8.0,2.0,6.5,8.0,5.5,3.0,0.921
1372,307,0,321.0,0,0.4,29.0,2.0,0,27.0,4.0,Virginia,5.0,Teacher,9.0,1.0,5.0,10.0,9.0,10.0,9.0,9.0,8.0,0.908
1373,525,0,536.0,0,0.52,29.0,2.0,0,24.0,2.0,"Saratoga, NY",2.0,Sex Therapist,6.0,2.0,1.0,8.0,8.0,4.5,5.0,7.5,8.0,0.935
1374,379,0,398.0,0,0.22,29.0,2.0,0,38.0,2.0,"NYC, San Francisco",2.0,Media Marketing/Entrepreneurship,7.0,2.0,2.0,6.0,3.0,5.5,8.0,6.0,7.0,0.879
1375,1,0,14.0,1,0.61,23.0,2.0,1,21.0,4.0,Chicago,2.0,lawyer,9.0,1.0,5.0,6.0,8.0,6.5,1.0,9.5,9.0,0.905
1376,150,0,168.0,0,0.4,23.0,4.0,1,31.0,2.0,NYC,4.0,professor,5.0,1.0,5.0,7.0,2.0,7.0,3.0,4.5,1.0,0.879
1377,383,0,400.0,1,0.24,26.0,2.0,1,27.0,2.0,Massachusetts,3.0,Director of Admissions,9.0,1.0,5.0,6.0,7.0,7.0,8.0,7.5,9.0,0.909
1378,258,0,284.0,1,0.26,27.0,2.0,1,25.0,6.0,Seattle,1.0,Teacher,7.0,4.0,1.0,10.0,6.0,8.0,8.0,4.0,5.0,0.932
1379,542,1,521.0,0,-0.38,26.0,2.0,0,23.0,4.0,India and NJ,2.0,To go into Finance,10.0,8.0,8.0,9.0,9.0,5.0,8.0,8.5,8.0,0.98
1380,188,1,175.0,1,0.43,23.0,6.0,1,21.0,2.0,Atlanta,2.0,academician,10.0,7.0,5.0,7.0,7.0,4.0,8.0,6.0,3.0,0.959
1381,256,0,283.0,0,-0.58,27.0,4.0,1,24.0,4.0,Northern Virginia,2.0,Physician,7.0,5.0,5.0,5.0,9.0,5.5,6.0,8.0,8.0,0.862
1382,84,0,104.0,0,0.68,27.0,2.0,0,32.0,3.0,spain,2.0,pharmaceuticals,9.0,1.0,9.0,9.0,5.0,6.0,9.0,9.0,1.0,0.959
1383,125,1,121.0,0,0.72,21.0,2.0,1,21.0,2.0,Staten Island,1.0,Pediatrics,10.0,1.0,10.0,9.0,10.0,5.0,9.0,9.0,2.0,0.949
1384,509,0,535.0,1,0.39,23.0,2.0,1,28.0,4.0,working,2.0,journalism,7.0,3.0,4.0,6.0,7.0,6.0,7.0,6.0,4.0,0.926
1385,316,1,307.0,1,0.33,27.0,4.0,1,25.0,2.0,Philadelphia,2.0,Investment banking,7.0,4.0,6.0,9.0,4.0,5.5,6.0,8.0,4.0,0.948
1386,262,0,293.0,0,0.31,28.0,3.0,0,29.0,2.0,"Warsaw, Poland",6.0,Who knows,7.0,1.0,3.0,10.0,1.0,7.5,3.0,6.5,7.0,0.901
1387,504,1,498.0,0,0.41,25.0,2.0,0,23.0,2.0,Maryland,2.0,consultant,4.0,1.0,3.0,6.0,3.0,1.5,4.0,7.0,1.0,0.856
1388,89,0,107.0,0,0.58,21.0,2.0,0,27.0,2.0,Israel,1.0,Academic,10.0,8.0,9.0,8.0,4.0,2.0,8.0,8.5,2.0,0.88
1389,364,1,359.0,0,0.11,26.0,2.0,0,27.0,3.0,Miami,3.0,Consulting,9.0,5.0,1.0,9.0,8.0,6.0,4.0,5.5,7.0,0.863
1390,264,0,282.0,1,-0.06,23.0,1.0,1,26.0,2.0,"Washington, D.C.",1.0,College Professor,5.0,1.0,5.0,9.0,2.0,6.5,7.0,4.0,7.0,0.901
1391,257,0,273.0,0,0.64,29.0,2.0,0,24.0,2.0,I am from NYC,2.0,Art educator and Artist,9.0,3.0,4.0,10.0,4.0,8.5,10.0,10.0,2.0,0.916
1392,168,1,157.0,0,0.29,28.0,4.0,0,23.0,4.0,"Berkeley, CA",1.0,TBA,5.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,0.956
1393,91,0,94.0,0,0.57,28.0,4.0,1,25.0,6.0,California,1.0,Lawyer,7.0,3.0,5.0,7.0,6.0,4.5,7.0,7.5,7.0,0.964
1394,175,0,188.0,1,0.43,21.0,2.0,1,23.0,6.0,Ohio,2.0,Business,8.0,3.0,6.0,6.0,5.0,4.5,7.0,7.5,5.0,0.959
1395,292,1,258.0,1,0.33,25.0,6.0,1,28.0,1.0,New York City,1.0,Int'l Business,8.0,7.0,9.0,7.0,1.0,9.0,7.0,7.5,5.0,0.857
1396,281,1,257.0,0,0.74,24.0,2.0,0,27.0,2.0,Russia,6.0,research,4.0,1.0,2.0,6.0,3.0,6.0,6.0,6.0,4.0,0.969
1397,492,1,480.0,1,0.54,26.0,2.0,1,30.0,6.0,new york,2.0,acadeic,10.0,2.0,4.0,10.0,10.0,10.0,10.0,3.5,7.0,0.958
1398,432,0,453.0,1,0.27,27.0,4.0,1,28.0,2.0,"Hastings-on-Hudson, NY",4.0,Social Worker,10.0,1.0,6.0,6.0,5.0,3.5,10.0,7.5,4.0,0.896
1399,485,1,471.0,0,0.09,30.0,4.0,0,29.0,1.0,"South Orange, New Jersey",2.0,writer/teacher,7.0,6.0,6.0,9.0,7.0,5.0,7.0,7.5,8.0,0.95
1400,552,1,530.0,0,0.01,22.0,4.0,1,25.0,2.0,France,1.0,assistant master of the universe (otherwise it's too much work),10.0,1.0,9.0,8.0,7.0,6.0,10.0,10.0,3.0,0.862
1401,99,1,83.0,1,0.79,35.0,3.0,1,28.0,2.0,New York,3.0,Lawyer,8.0,5.0,9.0,6.0,8.0,5.0,10.0,10.0,6.0,0.952
1402,552,1,509.0,1,0.68,28.0,4.0,1,25.0,2.0,France,1.0,assistant master of the universe (otherwise it's too much work),10.0,1.0,9.0,8.0,7.0,6.0,10.0,10.0,3.0,0.96
1403,160,1,149.0,1,-0.03,28.0,2.0,1,29.0,1.0,North Carolina,2.0,Real Estate/ Private Equity,6.0,4.0,8.0,6.0,3.0,6.0,6.0,7.5,8.0,0.937
1404,469,0,485.0,1,0.51,29.0,1.0,1,25.0,4.0,"Tokyo, Japan",2.0,Work at the UN,7.0,3.0,4.0,7.0,6.0,8.0,7.0,7.5,7.0,0.969
1405,375,1,351.0,1,-0.2,35.0,4.0,1,27.0,2.0,Yugoslavia,1.0,Private Equity,8.0,2.0,7.0,5.0,7.0,4.0,4.0,4.5,6.0,0.862
1406,396,0,410.0,0,-0.41,27.0,2.0,0,25.0,4.0,Hawaii and Los Angeles,2.0,producer at a non-profit regional theatre,10.0,7.0,7.0,10.0,7.0,7.0,10.0,10.0,9.0,0.831
1407,547,1,517.0,0,0.49,30.0,3.0,0,30.0,2.0,"Milan, Italy",2.0,Private Equity - Leveraged Buy-Outs,7.0,2.0,8.0,9.0,6.0,7.0,8.0,9.0,6.0,0.91
1408,371,1,359.0,0,0.12,26.0,2.0,0,27.0,2.0,Chicago,5.0,Intl Development,3.0,3.0,3.0,4.0,1.0,7.0,3.0,10.0,6.0,0.8
1409,217,1,208.0,1,0.48,25.0,1.0,1,26.0,2.0,Houston,5.0,Academic Physician,7.0,1.0,2.0,10.0,1.0,7.5,8.0,10.0,4.0,0.891
1410,546,1,510.0,1,-0.04,26.0,3.0,1,30.0,2.0,"Genova, Italy",2.0,Consulting,10.0,1.0,1.0,2.0,10.0,7.0,3.0,6.0,5.0,0.707
1411,384,0,412.0,1,0.14,27.0,2.0,1,23.0,2.0,Connecticut,2.0,Undecided,9.0,3.0,7.0,6.0,6.0,5.0,10.0,5.5,7.0,0.911
1412,49,1,37.0,0,-0.01,27.0,2.0,0,25.0,4.0,Philadelphia,1.0,Entrepreneur,7.0,8.0,7.0,9.0,2.0,6.0,6.0,6.5,6.0,0.95
1413,127,1,115.0,1,-0.09,21.0,2.0,1,22.0,2.0,Massachusetts,6.0,Porn Star,8.0,5.0,6.0,1.0,5.0,9.0,3.0,7.5,7.0,0.707
1414,384,0,405.0,0,0.64,30.0,1.0,0,23.0,2.0,Connecticut,2.0,Undecided,9.0,3.0,7.0,6.0,6.0,5.0,10.0,5.5,7.0,0.975
1415,163,1,156.0,1,0.21,30.0,1.0,1,26.0,2.0,Minnesota,4.0,college art teacher,4.0,1.0,1.0,8.0,2.0,3.0,8.0,5.0,2.0,0.867
1416,552,1,510.0,1,0.63,26.0,3.0,1,25.0,2.0,France,1.0,assistant master of the universe (otherwise it's too much work),10.0,1.0,9.0,8.0,7.0,6.0,10.0,10.0,3.0,0.916
1417,532,1,529.0,1,-0.15,22.0,4.0,1,26.0,4.0,California,1.0,ASIC Engineer,8.0,8.0,6.0,9.0,5.0,5.0,6.0,6.5,8.0,0.949
1418,86,0,107.0,1,0.52,21.0,2.0,1,22.0,2.0,"Minneapolis, MN",2.0,Professor of Media Studies,4.0,1.0,6.0,4.0,2.0,2.0,7.0,10.0,7.0,0.875
1419,19,1,7.0,1,-0.34,22.0,4.0,1,28.0,2.0,california,4.0,ceo,10.0,7.0,9.0,8.0,7.0,10.0,5.0,7.0,7.0,0.924
1420,548,1,518.0,1,-0.1,23.0,2.0,1,30.0,2.0,Germany,1.0,Management,10.0,5.0,1.0,9.0,4.0,3.0,3.0,8.5,6.0,0.88
1421,513,0,531.0,0,-0.05,25.0,4.0,0,23.0,2.0,Florida,2.0,Actress,9.0,0.0,8.0,9.0,6.0,3.5,9.0,7.0,8.0,0.883
1422,273,1,271.0,0,0.37,23.0,2.0,0,29.0,2.0,czech republic,2.0,research position in pharmaceutical industry,7.0,1.0,3.0,2.0,3.0,5.5,7.0,8.0,5.0,0.936
1423,54,1,38.0,0,0.11,23.0,1.0,0,28.0,2.0,New York,5.0,consulting,8.0,1.0,3.0,7.0,1.0,4.0,8.0,9.0,2.0,0.744
1424,542,1,524.0,1,0.33,25.0,4.0,1,23.0,4.0,India and NJ,2.0,To go into Finance,10.0,8.0,8.0,9.0,9.0,5.0,8.0,8.5,8.0,0.972
1425,352,0,366.0,0,0.2,27.0,2.0,0,29.0,6.0,Taiwan,2.0,Artist,10.0,4.0,5.0,5.0,7.0,8.0,10.0,10.0,8.0,0.961
1426,160,1,154.0,0,0.57,27.0,2.0,0,29.0,1.0,North Carolina,2.0,Real Estate/ Private Equity,6.0,4.0,8.0,6.0,3.0,6.0,6.0,7.5,8.0,0.964
1427,212,0,221.0,1,0.31,27.0,4.0,1,27.0,3.0,New York City,1.0,Finance,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.5,8.0,0.968
1428,233,1,197.0,0,0.18,24.0,6.0,0,29.0,4.0,J.P. Morgan,1.0,banking,10.0,9.0,8.0,5.0,8.0,7.5,8.0,10.0,10.0,0.957
1429,92,0,110.0,1,0.75,28.0,2.0,1,29.0,2.0,San Francisco,5.0,Microfinancing Program Manager,10.0,2.0,9.0,10.0,6.0,8.5,9.0,9.0,4.0,0.965
1430,550,1,513.0,1,0.73,23.0,2.0,1,30.0,2.0,UK,2.0,Finance,9.0,3.0,8.0,8.0,6.0,4.0,7.0,5.0,3.0,0.957
1431,412,1,386.0,1,-0.15,26.0,2.0,1,27.0,2.0,New Jersey,1.0,millionaire,5.0,7.0,3.0,8.0,4.0,7.0,8.0,8.0,6.0,0.918
1432,115,0,125.0,1,0.71,21.0,2.0,1,21.0,2.0,brooklyn ny,1.0,psychologist,7.0,1.0,8.0,10.0,8.0,1.5,3.0,5.5,2.0,0.95
1433,55,1,31.0,1,-0.32,24.0,2.0,1,23.0,1.0,California,6.0,LAWYER,5.0,6.0,10.0,9.0,5.0,2.5,5.0,8.5,8.0,0.874
1434,117,0,125.0,1,0.47,21.0,2.0,1,21.0,2.0,"Long Island, NY",1.0,"Marketing, Advertising",9.0,5.0,8.0,8.0,9.0,4.5,6.0,5.5,5.0,0.957
1435,426,1,416.0,1,0.55,25.0,3.0,1,24.0,2.0,New Jersey,2.0,Lobbyist,8.0,2.0,6.0,5.0,4.0,5.0,6.0,6.0,3.0,0.971
1436,309,1,301.0,1,0.65,34.0,2.0,1,32.0,2.0,NYC,3.0,curriculum developer,9.0,5.0,7.0,9.0,4.0,5.0,8.0,9.0,6.0,0.97
1437,258,0,280.0,1,0.42,25.0,2.0,1,25.0,6.0,Seattle,1.0,Teacher,7.0,4.0,1.0,10.0,6.0,8.0,8.0,4.0,5.0,0.925
1438,273,1,268.0,1,-0.21,24.0,3.0,1,29.0,2.0,czech republic,2.0,research position in pharmaceutical industry,7.0,1.0,3.0,2.0,3.0,5.5,7.0,8.0,5.0,0.823
1439,223,1,211.0,0,-0.14,28.0,2.0,0,28.0,2.0,Wash DC (4 yrs),2.0,History Professor,6.0,7.0,8.0,9.0,5.0,6.0,7.0,6.5,7.0,0.918
1440,533,1,517.0,0,0.3,30.0,3.0,0,26.0,2.0,Greece,2.0,Academic/ Finance,7.0,2.0,5.0,3.0,2.0,6.0,5.0,6.5,3.0,0.888
1441,387,0,398.0,1,0.01,29.0,2.0,1,25.0,2.0,New Jersey,2.0,School Psychologist,8.0,3.0,8.0,7.0,8.0,4.5,6.0,7.0,7.0,0.946
1442,521,0,538.0,1,0.33,32.0,2.0,1,26.0,2.0,Salt Lake City,1.0,Exec. Director of social service non-profit,8.0,7.0,5.0,8.0,6.0,7.5,8.0,8.0,7.0,0.98
1443,427,1,418.0,0,0.12,25.0,4.0,0,28.0,2.0,California,1.0,Energy,8.0,1.0,3.0,8.0,1.0,10.0,7.0,8.5,1.0,0.857
1444,266,0,292.0,1,0.53,28.0,1.0,1,28.0,2.0,new york city,2.0,undecided,4.0,1.0,6.0,5.0,2.0,5.5,7.0,6.5,4.0,0.94
1445,149,0,171.0,1,0.52,29.0,2.0,1,28.0,2.0,Minneapolis,1.0,Professor and Government Official,8.0,3.0,6.0,6.0,9.0,8.0,8.0,8.5,6.0,0.964
1446,544,1,523.0,1,-0.07,27.0,4.0,1,23.0,4.0,San Francisco,1.0,Physician,10.0,14.0,9.0,2.0,10.0,3.0,7.0,8.5,8.0,0.795
1447,541,1,514.0,0,0.02,23.0,2.0,0,23.0,4.0,Indonesia,3.0,Entrepreneur,8.0,3.0,8.0,3.0,9.0,5.5,5.0,9.5,10.0,0.86
1448,358,0,376.0,1,0.24,25.0,4.0,1,26.0,4.0,California and New York,1.0,Marketing or Strategy and Business Development,10.0,4.0,9.0,9.0,7.0,4.5,5.0,4.5,6.0,0.886
1449,172,1,156.0,1,-0.08,30.0,1.0,1,27.0,2.0,"London, England",1.0,Management Consulting,8.0,6.0,8.0,7.0,6.0,6.0,5.0,7.5,8.0,0.989
1450,322,0,339.0,1,0.0,26.0,,1,34.0,4.0,Tokyo and Texas,2.0,to get Ph.D and be a professor,6.0,3.0,6.0,7.0,3.0,7.5,6.0,8.0,7.0,0.976
1451,412,1,384.0,1,0.14,23.0,2.0,1,27.0,2.0,New Jersey,1.0,millionaire,5.0,7.0,3.0,8.0,4.0,7.0,8.0,8.0,6.0,0.911
1452,32,0,49.0,0,0.0,25.0,4.0,1,27.0,4.0,new jersey,1.0,Professor,9.0,2.0,4.0,9.0,10.0,4.5,5.0,6.5,6.0,0.855
1453,192,1,178.0,0,-0.11,35.0,4.0,0,24.0,2.0,"Los Angeles, CA",1.0,Investment Management,7.0,8.0,7.0,9.0,4.0,6.5,3.0,7.5,6.0,0.921
1454,385,0,406.0,1,0.4,27.0,4.0,1,25.0,2.0,Oregon,2.0,Elementary Education Teaching,10.0,6.0,8.0,9.0,9.0,8.0,10.0,9.0,6.0,0.955
1455,246,1,242.0,1,0.33,26.0,3.0,1,25.0,2.0,"brooklyn, ny",1.0,scientist,7.0,2.0,6.0,8.0,5.0,4.0,5.0,8.5,8.0,0.93
1456,206,0,223.0,1,0.31,28.0,2.0,1,31.0,1.0,Cameroon,1.0,UN Civil Servant,9.0,7.0,9.0,9.0,5.0,6.0,7.0,8.0,5.0,0.984
1457,378,1,349.0,0,0.32,33.0,2.0,0,29.0,2.0,Wisconsin,6.0,Finance Related,5.0,1.0,8.0,7.0,5.0,5.5,4.0,6.5,5.0,0.957
1458,366,1,342.0,0,0.06,33.0,3.0,1,27.0,2.0,Australia,1.0,Art Management,8.0,6.0,8.0,9.0,8.0,6.0,9.0,10.0,6.0,0.894
1459,401,1,389.0,1,0.47,21.0,2.0,1,31.0,2.0,Germany,2.0,Consulting,8.0,2.0,5.0,5.0,7.0,6.0,8.0,10.0,1.0,0.9
1460,187,1,180.0,0,-0.4,24.0,4.0,0,26.0,2.0,nyc,2.0,finance,5.0,2.0,1.0,10.0,1.0,2.0,10.0,10.0,5.0,0.736
1461,164,1,155.0,0,0.44,27.0,2.0,0,27.0,2.0,Los Angeles,1.0,academic,6.0,1.0,3.0,7.0,2.0,6.0,7.0,5.0,5.0,0.933
1462,472,0,492.0,1,0.12,30.0,6.0,1,25.0,3.0,California,2.0,Urban Planner,9.0,1.0,7.0,8.0,5.0,9.0,9.0,10.0,6.0,0.924
1463,104,1,79.0,1,0.42,26.0,4.0,1,27.0,2.0,Colorado,2.0,research in industry or academia,9.0,5.0,8.0,7.0,3.0,8.0,8.0,7.0,3.0,0.913
1464,369,1,351.0,1,0.75,35.0,4.0,1,25.0,2.0,"Boston, MA",2.0,"clinical psychologist, researcher, professor",6.0,1.0,1.0,10.0,1.0,2.0,7.0,7.0,5.0,0.945
1465,154,0,166.0,1,0.52,26.0,6.0,1,27.0,2.0,NYC,6.0,finance,8.0,1.0,6.0,8.0,3.0,7.0,6.0,6.0,7.0,0.935
1466,135,0,141.0,1,-0.01,28.0,3.0,1,26.0,2.0,"sofia, bg",1.0,teaching,1.0,1.0,7.0,7.0,2.0,6.0,9.0,10.0,1.0,0.731
1467,106,1,87.0,0,-0.26,23.0,2.0,0,22.0,3.0,Texas,5.0,Law,9.0,9.0,2.0,9.0,5.0,2.5,6.0,5.0,8.0,0.851
1468,61,0,71.0,1,-0.47,21.0,2.0,1,28.0,2.0,"Tuscaloosa, Alabama",1.0,Academic,10.0,1.0,5.0,10.0,8.0,5.0,10.0,9.0,6.0,0.812
1469,154,0,173.0,1,0.54,22.0,2.0,1,27.0,2.0,NYC,6.0,finance,8.0,1.0,6.0,8.0,3.0,7.0,6.0,6.0,7.0,0.956
1470,105,1,77.0,1,-0.28,22.0,2.0,1,25.0,1.0,Texas,2.0,Law,8.0,4.0,7.0,8.0,5.0,5.5,5.0,5.5,7.0,0.947
1471,241,0,243.0,1,0.51,27.0,2.0,1,29.0,4.0,New York,2.0,president,7.0,1.0,3.0,4.0,6.0,4.5,7.0,6.5,1.0,0.896
1472,33,0,52.0,0,-0.22,21.0,2.0,0,30.0,2.0,Michigan,6.0,Clidren's TV,7.0,8.0,6.0,10.0,7.0,7.5,8.0,6.0,8.0,0.944
1473,41,1,37.0,0,-0.14,27.0,2.0,0,30.0,4.0,China,2.0,law,5.0,10.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,0.918
1474,4,0,14.0,1,-0.18,23.0,2.0,1,23.0,2.0,Texas,1.0,lawyer/policy work,7.0,5.0,7.0,7.0,1.0,6.5,7.0,7.5,7.0,0.932
1475,282,1,264.0,1,-0.06,26.0,2.0,1,23.0,1.0,UNCC,1.0,enterpreneur,5.0,7.0,8.0,9.0,5.0,7.0,4.0,8.5,7.0,0.901
1476,157,0,169.0,1,0.61,28.0,2.0,1,28.0,4.0,Cleveland,1.0,Brand Management,8.0,2.0,9.0,7.0,6.0,8.0,6.0,5.5,7.0,0.96
1477,360,0,369.0,1,0.38,25.0,2.0,1,24.0,6.0,"New Delhi, India",2.0,Clinical Psychologist,9.0,9.0,1.0,7.0,7.0,8.5,7.0,10.0,7.0,0.83
1478,290,1,252.0,0,0.31,28.0,3.0,0,34.0,2.0,Israel,2.0,research,7.0,2.0,1.0,10.0,2.0,6.0,4.0,9.5,1.0,0.843
1479,414,1,384.0,1,-0.32,23.0,2.0,1,29.0,2.0,New Jersey,6.0,business,5.0,5.0,0.0,8.0,2.0,7.0,0.0,0.5,5.0,0.682
1480,443,1,438.0,0,0.38,23.0,2.0,0,27.0,3.0,New York,2.0,Economic Policy Advisor on Latin America,8.0,3.0,7.0,6.0,4.0,6.0,5.0,8.0,5.0,0.98
1481,14,1,9.0,1,-0.26,26.0,6.0,1,23.0,2.0,"Cincinnati, Ohio",2.0,Corporate attorney,8.0,8.0,8.0,6.0,6.0,9.0,3.0,7.0,7.0,0.884
1482,477,0,481.0,0,0.35,23.0,2.0,0,27.0,3.0,Canada,1.0,Engineer,8.0,4.0,7.0,7.0,6.0,7.5,7.0,7.0,6.0,0.926
1483,225,1,212.0,0,0.07,27.0,3.0,1,28.0,3.0,Colombia,1.0,Consulting,8.0,3.0,9.0,8.0,2.0,6.5,8.0,9.0,8.0,0.95
1484,364,1,351.0,1,0.04,35.0,4.0,1,27.0,3.0,Miami,3.0,Consulting,9.0,5.0,1.0,9.0,8.0,6.0,4.0,5.5,7.0,0.891
1485,291,1,260.0,1,0.47,27.0,4.0,1,27.0,4.0,New Jersey,1.0,doctor and entrepreneur,7.0,6.0,5.0,7.0,5.0,6.0,7.0,6.5,7.0,0.947
1486,58,0,74.0,1,0.0,25.0,2.0,1,26.0,6.0,Other,6.0,Other,8.0,3.0,6.0,8.0,6.0,6.0,7.0,7.5,6.0,0.958
1487,190,1,176.0,0,-0.34,28.0,4.0,0,25.0,2.0,Azerbaijan,2.0,Development work on field in the middle of nowhere,3.0,5.0,9.0,8.0,3.0,6.5,2.0,9.5,7.0,0.815
1488,510,0,548.0,0,0.07,30.0,2.0,1,26.0,3.0,Chile,2.0,Professor,10.0,5.0,7.0,9.0,1.0,7.5,7.0,6.0,1.0,0.851
